id,pagerank
4,0.0026321691075233823
5,0.0018470746934032406
7,0.0018470746934032406
9,0.004779972317114521
10,0.004779972317114521
11,0.0018470746934032406
12,0.004779972317114521
14,0.004987452349883807
15,0.004779972317114521
16,0.006905637460707622
17,0.004987452349883807
19,0.004781680548882345
20,0.004779972317114521
21,0.004779972317114521
22,0.006117754132929673
23,0.002676433201094812
24,0.0018470746934032406
25,0.0018470746934032406
29,0.0018470746934032406
30,0.004779972317114521
31,0.0034172635216435238
32,0.01931495386034691
34,0.0018470746934032406
35,0.002413227053880622
37,0.004779972317114521
38,0.0018470746934032406
39,0.0018470746934032406
40,0.004779972317114521
41,0.005551601772452291
42,0.0018470746934032406
44,0.0018470746934032406
45,0.004779972317114521
46,0.005915795999915107
47,0.0018470746934032406
48,0.007445016377794906
49,0.0018470746934032406
50,0.004779972317114521
52,0.004779972317114521
53,0.0018470746934032406
54,0.0018470746934032406
55,0.0034172635216435238
56,0.004779972317114521
57,0.0028447876256761156
58,0.002618704148741011
59,0.002413227053880622
60,0.0069633665130614236
63,0.004779972317114521
65,0.0018470746934032406
66,0.004779972317114521
70,0.0018470746934032406
72,0.0018470746934032406
73,0.004779972317114521
74,0.0026321691075233823
75,0.0018470746934032406
77,0.006669471411410651
80,0.286328576178485
81,0.021783830133977996
85,0.0018470746934032406
86,0.009231268580812895
87,0.0209686112924782
88,0.0018470746934032406
89,0.0018470746934032406
90,0.004779972317114521
91,0.004779972317114521
92,0.002413227053880622
93,0.004779972317114521
94,0.006669471411410651
95,0.003736573787699371
97,0.002413227053880622
98,0.0018470746934032406
99,0.002872762940741557
100,0.004779972317114521
101,0.004779972317114521
102,0.0018470746934032406
103,0.0018470746934032406
105,0.00683172124488104
106,0.003184856509218393
107,0.0018470746934032406
108,0.0034172635216435238
109,0.0034172635216435238
110,0.004779972317114521
111,0.004779972317114521
112,0.005551601772452291
113,0.004779972317114521
115,0.002413227053880622
116,0.008040568159010006
117,0.002618704148741011
118,0.0018470746934032406
119,0.0018470746934032406
120,0.0018470746934032406
121,0.004779972317114521
122,0.005346124677591902
123,0.0018470746934032406
124,0.0069471126406212445
125,0.0018470746934032406
127,0.002413227053880622
128,0.0018470746934032406
129,0.005551601772452291
130,0.004779972317114521
131,0.0018470746934032406
132,0.0018470746934032406
133,0.005346124677591902
134,0.0018470746934032406
135,0.005609330824806092
137,0.002618704148741011
138,0.004779972317114521
139,0.004779972317114521
140,0.002413227053880622
141,0.0018470746934032406
142,0.0018470746934032406
143,0.004779972317114521
144,0.004779972317114521
145,0.007539171410217609
146,0.002413227053880622
147,0.004779972317114521
148,0.0018470746934032406
149,0.0018470746934032406
150,0.005551601772452291
152,0.004779972317114521
153,0.008312579227765852
156,0.005346124677591902
157,0.0018470746934032406
160,0.006117754132929673
161,0.002618704148741011
162,0.0018470746934032406
163,0.0018470746934032406
165,0.0018470746934032406
167,0.0034172635216435238
168,0.0051597427006568235
169,0.004779972317114521
170,0.008218055120142
171,0.005346124677591902
172,0.0018470746934032406
173,0.0018470746934032406
174,0.004779972317114521
175,0.0018470746934032406
176,0.0018470746934032406
177,0.002413227053880622
178,0.0018470746934032406
179,0.004779972317114521
180,0.00760335070021881
181,0.004779972317114521
182,0.0018470746934032406
183,0.0018470746934032406
184,0.004779972317114521
185,0.004779972317114521
186,0.004779972317114521
187,0.002618704148741011
190,0.0018470746934032406
191,0.005346124677591902
192,0.0018470746934032406
193,0.004779972317114521
194,0.004779972317114521
196,0.00683172124488104
197,0.0034172635216435238
198,0.002413227053880622
199,0.004779972317114521
200,0.0018470746934032406
201,0.005777685249387396
202,0.004779972317114521
203,0.004779972317114521
204,0.004779972317114521
205,0.004779972317114521
206,0.0018470746934032406
208,0.0026321691075233823
209,0.0018470746934032406
210,0.002618704148741011
211,0.0026321691075233823
213,0.006265568884403658
214,0.0018470746934032406
216,0.004779972317114521
218,0.0018470746934032406
219,0.003332671260692378
220,0.0018470746934032406
221,0.004779972317114521
223,0.002618704148741011
224,0.004779972317114521
225,0.0018470746934032406
226,0.004779972317114521
227,0.002618704148741011
